Gene,Avg_TPM,Group
EVPL,4.375675675675675,With Neoantigen
EVPLL,0.7,Without Neoantigen
EVX1,0.5227272727272727,With Neoantigen
EVX2,0.6689655172413794,With Neoantigen
EWSR1,164.67567567567568,Without Neoantigen
EXD2,34.2972972972973,Without Neoantigen
EXD3,5.918918918918919,With Neoantigen
EXO1,70.83783783783784,With Neoantigen
EXO5,43.7054054054054,Without Neoantigen
EXOC1,35.86486486486486,With Neoantigen
EXOC2,48.108108108108105,With Neoantigen
EXOC3,39.972972972972975,With Neoantigen
EXOC3L1,7.137837837837838,With Neoantigen
EXOC3L4,0.9310344827586207,Without Neoantigen
EXOC5,63.32432432432432,Without Neoantigen
EXOC6,16.945945945945947,With Neoantigen
EXOC6B,15.297297297297296,Without Neoantigen
EXOSC10,76.37837837837837,Without Neoantigen
EXOSC5,92.94594594594595,Without Neoantigen
EXPH5,8.518918918918919,With Neoantigen
EXT1,17.594594594594593,With Neoantigen
EXT2,62.7027027027027,With Neoantigen
EXTL1,1.046875,Without Neoantigen
EXTL2,35.0,Without Neoantigen
EXTL3,58.0,Without Neoantigen
EYA1,17.379411764705885,With Neoantigen
EYA2,54.97837837837838,With Neoantigen
EYA4,17.08823529411765,Without Neoantigen
EYS,1.4081081081081082,With Neoantigen
EZH1,35.2972972972973,Without Neoantigen
EZH2,165.8108108108108,With Neoantigen
EZR,295.2162162162162,Without Neoantigen
F10,2.9861111111111116,Without Neoantigen
F11,0.09999999999999999,With Neoantigen
F11R,63.099999999999994,Without Neoantigen
F13A1,0.2625,With Neoantigen
F13B,0.2,With Neoantigen
F2R,15.769444444444446,Without Neoantigen
F2RL2,1.1357142857142857,With Neoantigen
F2RL3,6.314285714285715,Without Neoantigen
F5,1.0782608695652176,With Neoantigen
F7,3.641935483870968,With Neoantigen
F8,2.3054054054054056,With Neoantigen
F9,0.1,Without Neoantigen
FA2H,6.676470588235294,With Neoantigen
FAAH,26.272972972972973,With Neoantigen
FAAH2,19.25,With Neoantigen
FABP6,6.547058823529412,Without Neoantigen
FABP9,0.5307692307692308,Without Neoantigen
FADS2,116.08108108108108,With Neoantigen
FADS3,10.054054054054054,With Neoantigen
FAHD1,32.972972972972975,Without Neoantigen
FAHD2A,12.35135135135135,Without Neoantigen
FAHD2B,9.267567567567568,Without Neoantigen
FAIM,19.054054054054053,Without Neoantigen
FAIM2,8.061764705882354,With Neoantigen
FAM111A,36.13513513513514,Without Neoantigen
FAM111B,86.56756756756756,With Neoantigen
FAM114A1,14.164864864864866,With Neoantigen
FAM114A2,12.891891891891891,Without Neoantigen
FAM118A,30.027027027027028,Without Neoantigen
FAM120AOS,26.62162162162162,With Neoantigen
FAM120B,46.972972972972975,Without Neoantigen
FAM120C,12.54054054054054,Without Neoantigen
FAM124A,4.880555555555556,Without Neoantigen
FAM124B,2.9714285714285715,Without Neoantigen
FAM126A,20.41351351351351,Without Neoantigen
FAM126B,11.432432432432432,Without Neoantigen
FAM131B,12.041176470588237,Without Neoantigen
FAM131C,3.442857142857143,Without Neoantigen
FAM133A,5.964705882352941,With Neoantigen
FAM135A,12.972972972972974,Without Neoantigen
FAM135B,3.228,With Neoantigen
FAM136A,123.10810810810811,Without Neoantigen
FAM13A,14.756756756756756,With Neoantigen
FAM13B,31.0,Without Neoantigen
FAM13C,3.7142857142857144,Without Neoantigen
FAM149A,6.012499999999999,Without Neoantigen
FAM149B1,13.513513513513514,With Neoantigen
FAM151A,1.2837837837837838,Without Neoantigen
FAM153B,0.33636363636363636,Without Neoantigen
FAM160A1,5.111111111111111,Without Neoantigen
FAM160A2,36.08108108108108,With Neoantigen
FAM160B1,13.135135135135135,With Neoantigen
FAM160B2,18.216216216216218,Without Neoantigen
FAM161A,26.675675675675677,Without Neoantigen
FAM162B,3.1812500000000004,With Neoantigen
FAM163B,21.816129032258065,With Neoantigen
FAM166A,0.8828571428571427,Without Neoantigen
FAM166B,0.9783783783783785,Without Neoantigen
FAM167A,32.775000000000006,With Neoantigen
FAM167B,11.141666666666667,Without Neoantigen
FAM169B,0.10000000000000002,Without Neoantigen
FAM170A,0.1,Without Neoantigen
FAM171A1,55.45675675675676,Without Neoantigen
FAM171A2,28.2972972972973,Without Neoantigen
FAM171B,48.86486486486486,With Neoantigen
FAM172A,33.54324324324324,With Neoantigen
FAM177B,0.791304347826087,Without Neoantigen
FAM178B,2.6636363636363636,Without Neoantigen
FAM180A,2.005263157894737,Without Neoantigen
FAM181A,1.2727272727272727,With Neoantigen
FAM181B,4.76,Without Neoantigen
FAM182B,2.037142857142857,Without Neoantigen
FAM184A,24.40810810810811,Without Neoantigen
FAM184B,1.9837837837837835,Without Neoantigen
FAM185A,8.297297297297296,Without Neoantigen
FAM186A,0.1606060606060606,Without Neoantigen
FAM187B,0.1,Without Neoantigen
FAM189A1,4.2620689655172415,Without Neoantigen
FAM189A2,3.9935483870967743,With Neoantigen
FAM189B,47.351351351351354,With Neoantigen
FAM193A,34.08108108108108,Without Neoantigen
FAM193B,32.16216216216216,With Neoantigen
FAM197Y1,,Without Neoantigen
FAM199X,45.16216216216216,Without Neoantigen
FAM200A,23.594594594594593,Without Neoantigen
FAM200B,27.7027027027027,With Neoantigen
FAM204A,10.72972972972973,Without Neoantigen
FAM205A,0.15294117647058825,Without Neoantigen
FAM207A,43.972972972972975,Without Neoantigen
FAM209A,0.39677419354838706,Without Neoantigen
FAM20B,101.29729729729729,Without Neoantigen
FAM210A,18.783783783783782,Without Neoantigen
FAM210B,74.72972972972973,With Neoantigen
FAM214A,11.432432432432432,Without Neoantigen
FAM214B,6.543243243243243,Without Neoantigen
FAM216A,41.729729729729726,Without Neoantigen
FAM217A,0.6027027027027028,Without Neoantigen
FAM221A,11.572972972972973,Without Neoantigen
FAM221B,0.1633333333333333,Without Neoantigen
FAM222A,36.25675675675676,With Neoantigen
FAM227B,2.2027027027027026,With Neoantigen
FAM228A,0.5071428571428572,Without Neoantigen
FAM230A,0.13333333333333336,With Neoantigen
FAM25A,,Without Neoantigen
FAM27E3,1.8000000000000003,Without Neoantigen
FAM3B,22.81379310344828,Without Neoantigen
FAM3C,47.91891891891892,With Neoantigen
FAM3D,0.14210526315789476,Without Neoantigen
FAM43B,5.176190476190476,Without Neoantigen
FAM47A,0.18333333333333335,With Neoantigen
FAM47B,,Without Neoantigen
FAM47C,0.18,With Neoantigen
FAM47E-STBD1,0.1473684210526316,With Neoantigen
FAM71A,0.1,Without Neoantigen
FAM71B,0.1,Without Neoantigen
FAM71E1,5.319444444444445,Without Neoantigen
FAM71E2,0.3,With Neoantigen
FAM71F2,1.2944444444444447,Without Neoantigen
FAM72A,5.324324324324325,Without Neoantigen
FAM72C,1.935135135135135,Without Neoantigen
FAM72D,4.54054054054054,Without Neoantigen
FAM76B,30.945945945945947,Without Neoantigen
FAM81B,0.23703703703703705,With Neoantigen
FAM83B,4.934615384615385,Without Neoantigen
FAM83C,0.10769230769230773,With Neoantigen
FAM83D,112.4054054054054,Without Neoantigen
FAM83E,7.402777777777776,With Neoantigen
FAM83H,37.84324324324324,With Neoantigen
FAM89A,9.91081081081081,Without Neoantigen
FAM90A1,1.4999999999999998,With Neoantigen
FAM98A,43.78378378378378,With Neoantigen
FAM98B,42.24324324324324,Without Neoantigen
FAM98C,9.945945945945946,With Neoantigen
FAM9A,0.8428571428571429,Without Neoantigen
FANCA,41.945945945945944,Without Neoantigen
FANCB,15.27027027027027,Without Neoantigen
FANCD2,31.10810810810811,Without Neoantigen
FANCE,35.32432432432432,Without Neoantigen
FANCF,41.0,With Neoantigen
FANCI,111.21621621621621,With Neoantigen
FANCL,94.64864864864865,With Neoantigen
FANCM,12.054054054054054,With Neoantigen
FAP,6.010526315789474,With Neoantigen
FAR1,96.70270270270271,Without Neoantigen
FAR2,15.764864864864863,With Neoantigen
FARP1,19.35945945945946,With Neoantigen
FARP2,17.43243243243243,Without Neoantigen
FARS2,10.486486486486486,Without Neoantigen
FARSB,125.94594594594595,With Neoantigen
FASLG,0.10000000000000002,Without Neoantigen
FASN,271.18918918918916,Without Neoantigen
FASTK,57.7027027027027,Without Neoantigen
FASTKD1,37.351351351351354,With Neoantigen
FASTKD2,31.486486486486488,With Neoantigen
FASTKD5,46.351351351351354,With Neoantigen
FAT1,40.475675675675674,With Neoantigen
FAT2,5.12162162162162,With Neoantigen
FAT3,14.758333333333333,With Neoantigen
FAT4,5.433333333333334,With Neoantigen
FAXC,9.24054054054054,Without Neoantigen
FAXDC2,4.256756756756757,Without Neoantigen
FBF1,5.783783783783784,With Neoantigen
FBL,391.5135135135135,Without Neoantigen
FBLN1,39.913513513513514,Without Neoantigen
FBLN2,4.366666666666666,With Neoantigen
FBLN7,12.214285714285714,Without Neoantigen
FBN1,13.283783783783782,With Neoantigen
FBN2,14.893548387096772,Without Neoantigen
FBN3,9.172727272727274,Without Neoantigen
FBP1,7.7625,Without Neoantigen
FBP2,1.0558823529411765,With Neoantigen
FBRS,39.351351351351354,Without Neoantigen
FBRSL1,45.189189189189186,Without Neoantigen
FBXL12,28.2972972972973,With Neoantigen
FBXL13,1.5783783783783782,Without Neoantigen
FBXL16,44.74324324324324,Without Neoantigen
FBXL17,9.64864864864865,Without Neoantigen
FBXL18,13.972972972972974,Without Neoantigen
FBXL19,32.054054054054056,With Neoantigen
FBXL2,5.289189189189189,Without Neoantigen
FBXL20,12.297297297297296,Without Neoantigen
FBXL4,17.243243243243242,Without Neoantigen
FBXL6,29.7027027027027,Without Neoantigen
FBXL7,11.832258064516129,With Neoantigen
FBXO10,8.405405405405405,With Neoantigen
FBXO11,40.945945945945944,Without Neoantigen
FBXO17,10.877419354838711,Without Neoantigen
FBXO2,5.5351351351351346,Without Neoantigen
FBXO21,60.945945945945944,With Neoantigen
FBXO22,15.783783783783784,With Neoantigen
FBXO24,0.952777777777778,Without Neoantigen
FBXO25,24.216216216216218,Without Neoantigen
FBXO27,10.341666666666669,With Neoantigen
FBXO28,35.67567567567568,Without Neoantigen
FBXO30,15.864864864864865,Without Neoantigen
FBXO32,16.191891891891892,Without Neoantigen
FBXO33,24.10810810810811,Without Neoantigen
FBXO34,47.32432432432432,With Neoantigen
FBXO38,21.91891891891892,Without Neoantigen
FBXO39,0.1,Without Neoantigen
FBXO4,10.067567567567568,Without Neoantigen
FBXO40,0.24666666666666667,With Neoantigen
FBXO41,33.65135135135135,Without Neoantigen
FBXO43,13.067567567567568,Without Neoantigen
FBXO44,27.43243243243243,Without Neoantigen
FBXO47,0.2,Without Neoantigen
FBXO5,74.21621621621621,Without Neoantigen
FBXO7,39.5945945945946,Without Neoantigen
FBXO9,40.432432432432435,Without Neoantigen
FBXW10,0.18947368421052632,Without Neoantigen
FBXW11,57.351351351351354,Without Neoantigen
FBXW12,0.9583333333333334,Without Neoantigen
FBXW2,47.7027027027027,Without Neoantigen
FBXW4,18.818918918918918,Without Neoantigen
FBXW5,72.45945945945945,Without Neoantigen
FBXW7,15.81081081081081,Without Neoantigen
FBXW8,24.864864864864863,With Neoantigen
FBXW9,20.783783783783782,Without Neoantigen
FCAR,0.1,Without Neoantigen
FCER1A,0.18333333333333335,With Neoantigen
FCGBP,2.328571428571429,With Neoantigen
FCGR2A,0.45833333333333326,With Neoantigen
FCGR2B,0.35,Without Neoantigen
FCGR3A,0.1,Without Neoantigen
FCGRT,16.494594594594595,Without Neoantigen
FCHO1,6.519444444444444,Without Neoantigen
FCHO2,17.08108108108108,Without Neoantigen
FCN1,0.13478260869565217,Without Neoantigen
FCN2,1.1625,With Neoantigen
FCN3,0.42916666666666664,Without Neoantigen
FCRL1,0.10000000000000002,With Neoantigen
FCRL2,0.4,With Neoantigen
FCRL3,0.1,With Neoantigen
FCRL4,0.15000000000000002,With Neoantigen
FCRL5,0.2,With Neoantigen
FCRL6,0.6454545454545454,Without Neoantigen
FCRLA,0.575,With Neoantigen
FCRLB,0.7645161290322581,Without Neoantigen
FDFT1,226.54054054054055,With Neoantigen
FDXR,28.27027027027027,Without Neoantigen
FEM1B,63.08108108108108,Without Neoantigen
FEM1C,18.7027027027027,Without Neoantigen
FER,8.748648648648649,Without Neoantigen
FER1L6,0.95,Without Neoantigen
FERD3L,2.1999999999999997,Without Neoantigen
FERMT1,12.762857142857143,With Neoantigen
FERMT3,3.537837837837838,Without Neoantigen
FES,4.205405405405405,Without Neoantigen
FETUB,0.27777777777777785,Without Neoantigen
FEZ1,5.808108108108108,Without Neoantigen
FEZF1,6.493333333333333,With Neoantigen
FEZF2,0.6,Without Neoantigen
FFAR2,1.7368421052631582,With Neoantigen
FFAR3,,With Neoantigen
FGA,0.20000000000000004,Without Neoantigen
FGB,0.425,Without Neoantigen
FGD1,40.270270270270274,Without Neoantigen
FGD3,22.57027027027027,Without Neoantigen
FGD4,13.354054054054055,With Neoantigen
FGD5,0.75,With Neoantigen
FGD6,14.405405405405405,With Neoantigen
FGF11,0.6138888888888889,Without Neoantigen
FGF12,14.608333333333333,With Neoantigen
FGF13,3.3280000000000003,Without Neoantigen
FGF22,0.5705882352941177,With Neoantigen
FGF23,7.860000000000001,With Neoantigen
FGF3,0.1,Without Neoantigen
FGF5,10.622857142857143,Without Neoantigen
FGF7,4.085714285714286,Without Neoantigen
FGFBP2,7.1909090909090905,Without Neoantigen
FGFBP3,7.451351351351351,Without Neoantigen
FGFR1,25.43243243243243,Without Neoantigen
FGFR2,11.62058823529412,Without Neoantigen
FGFR4,13.272972972972973,With Neoantigen
FGFRL1,15.799999999999999,Without Neoantigen
FGGY,2.762162162162162,With Neoantigen
FGL1,14.904761904761905,Without Neoantigen
FGL2,0.14999999999999997,Without Neoantigen
FGR,0.19696969696969693,Without Neoantigen
FHAD1,1.477142857142857,With Neoantigen
FHDC1,15.872972972972972,Without Neoantigen
FHIT,1.8351351351351353,With Neoantigen
FHL1,51.64594594594595,Without Neoantigen
FHL2,11.813513513513515,Without Neoantigen
FHL3,14.86111111111111,With Neoantigen
FHL5,0.5941176470588235,With Neoantigen
FHOD1,16.2972972972973,With Neoantigen
FHOD3,21.437837837837836,Without Neoantigen
FIBCD1,2.9580645161290327,With Neoantigen
FIBIN,3.141379310344827,Without Neoantigen
FIBP,74.56756756756756,Without Neoantigen
FIGLA,0.38749999999999996,Without Neoantigen
FIGN,12.83235294117647,With Neoantigen
FILIP1,0.8405405405405407,With Neoantigen
FILIP1L,1.5058823529411764,Without Neoantigen
FITM2,15.91891891891892,Without Neoantigen
FIZ1,14.675675675675675,Without Neoantigen
FKBP10,77.81621621621622,Without Neoantigen
FKBP14,16.2972972972973,Without Neoantigen
FKBP15,17.135135135135137,With Neoantigen
FKBP1C,2.0081081081081082,With Neoantigen
FKBP2,68.94594594594595,Without Neoantigen
FKBP4,206.86486486486487,Without Neoantigen
FKBP6,0.28823529411764703,Without Neoantigen
FKBP9,87.72972972972973,Without Neoantigen
FKBPL,26.43243243243243,Without Neoantigen
FKRP,18.0,Without Neoantigen
FKTN,19.243243243243242,Without Neoantigen
FLAD1,59.75675675675676,Without Neoantigen
FLG,4.213333333333334,With Neoantigen
FLG2,0.5833333333333334,With Neoantigen
FLI1,8.386666666666665,Without Neoantigen
FLII,74.75675675675676,Without Neoantigen
FLNA,296.81081081081084,With Neoantigen
FLNB,52.432432432432435,With Neoantigen
FLNC,18.554054054054053,With Neoantigen
FLRT2,2.709090909090909,With Neoantigen
FLT1,2.5250000000000004,With Neoantigen
FLT3,0.8458333333333335,With Neoantigen
FLT4,4.38695652173913,Without Neoantigen
FLVCR2,0.3147058823529411,With Neoantigen
FLYWCH1,16.864864864864863,Without Neoantigen
FLYWCH2,47.2972972972973,Without Neoantigen
FMN1,2.583870967741935,Without Neoantigen
FMN2,10.902857142857144,With Neoantigen
FMNL1,6.756756756756757,Without Neoantigen
FMNL2,52.45945945945946,Without Neoantigen
FMNL3,9.27027027027027,Without Neoantigen
FMO1,0.396551724137931,With Neoantigen
FMO2,0.20833333333333334,Without Neoantigen
FMO3,14.493333333333334,Without Neoantigen
FMO4,3.0571428571428574,With Neoantigen
FMO6P,1.0904761904761906,Without Neoantigen
FMR1,49.16216216216216,With Neoantigen
FMR1NB,1.5772727272727274,Without Neoantigen
FN1,85.71621621621621,With Neoantigen
FN3KRP,85.02702702702703,Without Neoantigen
FNBP1,23.594594594594593,Without Neoantigen
FNBP1L,95.29729729729729,Without Neoantigen
FNBP4,68.51351351351352,With Neoantigen
FNDC1,1.9285714285714286,Without Neoantigen
FNDC3A,41.486486486486484,Without Neoantigen
FNDC3B,24.16216216216216,With Neoantigen
FNDC7,0.4742857142857143,With Neoantigen
FNDC8,0.8675675675675676,Without Neoantigen
FNIP1,17.0,With Neoantigen
FNIP2,17.945945945945947,Without Neoantigen
FOCAD,31.2972972972973,Without Neoantigen
FOLH1,0.8555555555555556,With Neoantigen
FOLR1,4.288235294117648,Without Neoantigen
FOLR2,1.6400000000000001,Without Neoantigen
FOLR3,0.22307692307692306,Without Neoantigen
FOSB,7.618918918918919,Without Neoantigen
FOXA2,67.8375,Without Neoantigen
FOXA3,3.874285714285714,With Neoantigen
FOXB2,1.5095238095238097,Without Neoantigen
FOXC1,9.427777777777777,With Neoantigen
FOXC2,0.19166666666666665,Without Neoantigen
FOXD1,9.462857142857143,Without Neoantigen
FOXD4,1.7666666666666666,With Neoantigen
FOXD4L1,0.5705882352941177,Without Neoantigen
FOXE3,1.1531250000000002,Without Neoantigen
FOXF1,1.74,Without Neoantigen
FOXF2,1.9444444444444444,Without Neoantigen
FOXG1,53.84864864864865,With Neoantigen
FOXI1,37.84117647058823,With Neoantigen
FOXJ1,13.081081081081082,Without Neoantigen
FOXJ2,25.7027027027027,Without Neoantigen
FOXK1,25.405405405405407,Without Neoantigen
FOXL1,1.7499999999999998,Without Neoantigen
FOXN1,12.922222222222222,With Neoantigen
FOXN2,34.0,Without Neoantigen
FOXN4,21.243243243243242,Without Neoantigen
FOXO1,9.572222222222223,Without Neoantigen
FOXO3,23.83783783783784,With Neoantigen
FOXO4,16.45945945945946,Without Neoantigen
FOXP1,1.8081081081081078,With Neoantigen
FOXP2,4.09142857142857,With Neoantigen
FOXP3,1.308108108108108,Without Neoantigen
FOXQ1,1.375,With Neoantigen
FOXR1,0.2576923076923077,Without Neoantigen
FOXR2,9.09,With Neoantigen
FOXRED2,58.67567567567568,With Neoantigen
FPGT,9.891891891891891,Without Neoantigen
FPR1,0.1730769230769231,Without Neoantigen
FPR2,0.1,Without Neoantigen
FPR3,0.1416666666666667,Without Neoantigen
FRA10AC1,13.027027027027026,With Neoantigen
FRAS1,41.52162162162163,Without Neoantigen
FRAT1,6.727027027027027,With Neoantigen
FREM1,2.6242424242424245,With Neoantigen
FREM2,12.571428571428573,With Neoantigen
FREM3,0.12173913043478264,With Neoantigen
FRG1,46.21621621621622,Without Neoantigen
FRG2B,0.25,With Neoantigen
FRK,4.341666666666666,With Neoantigen
FRMD1,0.9058823529411762,With Neoantigen
FRMD3,17.424324324324324,Without Neoantigen
FRMD4A,4.743243243243244,Without Neoantigen
FRMD4B,2.947058823529412,Without Neoantigen
FRMD5,14.54054054054054,Without Neoantigen
FRMD6,16.2027027027027,With Neoantigen
FRMD7,1.3882352941176472,Without Neoantigen
FRMD8,44.21621621621622,Without Neoantigen
FRMPD1,5.808333333333334,Without Neoantigen
FRMPD2,1.3840000000000003,With Neoantigen
FRMPD3,5.288888888888889,With Neoantigen
FRMPD4,3.036363636363636,With Neoantigen
FRRS1,6.242857142857143,Without Neoantigen
FRRS1L,6.019354838709678,Without Neoantigen
FRS3,15.783783783783784,Without Neoantigen
FRY,10.202702702702704,With Neoantigen
FRYL,24.62162162162162,With Neoantigen
FRZB,6.95945945945946,Without Neoantigen
FSBP,0.6735294117647059,Without Neoantigen
FSCB,0.13333333333333333,With Neoantigen
FSCN2,3.467567567567568,With Neoantigen
FSCN3,0.40810810810810816,With Neoantigen
FSD1,59.34054054054054,With Neoantigen
FSD2,0.13225806451612904,With Neoantigen
FSIP2,1.6828571428571428,With Neoantigen
FSTL4,9.379999999999999,With Neoantigen
FSTL5,5.293939393939395,With Neoantigen
FTCDNL1,1.6405405405405404,With Neoantigen
FTH1,279.56756756756755,With Neoantigen
FTHL17,,Without Neoantigen
FTMT,0.4333333333333333,With Neoantigen
FTO,13.216216216216216,Without Neoantigen
FUBP1,173.43243243243242,Without Neoantigen
FUBP3,89.13513513513513,Without Neoantigen
FUCA1,23.54054054054054,Without Neoantigen
FUCA2,48.3,With Neoantigen
FUNDC2,23.81081081081081,With Neoantigen
FURIN,47.13513513513514,With Neoantigen
FUT1,11.662162162162161,With Neoantigen
FUT10,6.594594594594595,Without Neoantigen
FUT2,3.597297297297297,With Neoantigen
FUT4,10.866666666666667,With Neoantigen
FUT5,0.25,Without Neoantigen
FUT8,28.032432432432433,With Neoantigen
FUT9,21.74838709677419,Without Neoantigen
FUZ,41.483783783783785,Without Neoantigen
FXR1,76.91891891891892,With Neoantigen
FXR2,79.97297297297297,Without Neoantigen
FYN,78.47027027027028,Without Neoantigen
FYTTD1,76.4054054054054,With Neoantigen
FZD10,1.475,Without Neoantigen
FZD2,17.345945945945946,Without Neoantigen
FZD3,19.0,Without Neoantigen
FZD4,5.894594594594595,With Neoantigen
FZD5,16.10810810810811,With Neoantigen
FZD7,14.316666666666666,Without Neoantigen
FZD8,14.2,Without Neoantigen
FZD9,13.04054054054054,With Neoantigen
G2E3,36.810810810810814,With Neoantigen
G3BP1,82.4054054054054,Without Neoantigen
G6PD,79.43243243243244,With Neoantigen
GAA,67.94594594594595,With Neoantigen
GAB1,8.01891891891892,Without Neoantigen
GAB2,57.21621621621622,Without Neoantigen
GAB4,0.31818181818181823,With Neoantigen
GABBR1,15.444444444444445,With Neoantigen
GABBR2,14.570588235294117,Without Neoantigen
GABRA1,3.7071428571428577,Without Neoantigen
GABRA2,2.4,With Neoantigen
GABRA3,14.962162162162162,Without Neoantigen
GABRA4,0.2444444444444444,With Neoantigen
GABRA5,10.018518518518519,With Neoantigen
GABRA6,0.2125,Without Neoantigen
GABRB1,1.3529411764705883,With Neoantigen
GABRB3,33.55428571428572,With Neoantigen
GABRD,3.1473684210526316,Without Neoantigen
GABRE,5.068,Without Neoantigen
GABRG1,2.8062500000000004,With Neoantigen
GABRG2,2.0090909090909093,With Neoantigen
GABRG3,1.7476190476190478,With Neoantigen
GABRP,0.42777777777777776,Without Neoantigen
GABRR1,2.194736842105263,Without Neoantigen
GABRR2,2.0189189189189185,Without Neoantigen
GAD1,14.97837837837838,With Neoantigen
GAD2,25.0,Without Neoantigen
GADD45A,100.64864864864865,With Neoantigen
GADD45B,11.34864864864865,Without Neoantigen
GADD45G,128.2611111111111,Without Neoantigen
GADD45GIP1,77.0,Without Neoantigen
GADL1,1.539130434782609,Without Neoantigen
GAGE10,0.3538461538461538,Without Neoantigen
GAK,22.135135135135137,With Neoantigen
GAL3ST1,1.7029411764705884,Without Neoantigen
GAL3ST3,2.9454545454545453,With Neoantigen
GALK2,7.972972972972973,With Neoantigen
GALM,5.327027027027027,Without Neoantigen
GALNS,9.90810810810811,With Neoantigen
GALNT1,59.945945945945944,Without Neoantigen
GALNT12,14.597222222222221,With Neoantigen
GALNT13,22.57777777777778,With Neoantigen
GALNT14,19.20294117647059,Without Neoantigen
GALNT15,0.8150000000000001,Without Neoantigen
GALNT16,7.981081081081081,With Neoantigen
GALNT18,17.605405405405406,With Neoantigen
GALNT2,59.13513513513514,With Neoantigen
GALNT3,14.751351351351353,With Neoantigen
GALNT4,0.25,Without Neoantigen
GALNT5,19.102857142857147,Without Neoantigen
GALNT6,6.4714285714285715,Without Neoantigen
GALNT8,2.2714285714285714,With Neoantigen
GALNT9,11.331818181818182,Without Neoantigen
GALNTL5,0.5125,With Neoantigen
GALNTL6,1.0724137931034485,With Neoantigen
GALR1,1.2208333333333334,With Neoantigen
GALR2,1.4405405405405405,With Neoantigen
GALT,12.897297297297296,Without Neoantigen
GAMT,47.189189189189186,Without Neoantigen
GAN,7.081081081081081,Without Neoantigen
GANAB,521.081081081081,With Neoantigen
GANC,5.702702702702703,With Neoantigen
GAPDH,2499.864864864865,With Neoantigen
GAPDHS,0.2,Without Neoantigen
GAPT,0.1,Without Neoantigen
GAPVD1,25.27027027027027,Without Neoantigen
GARNL3,4.943243243243243,Without Neoantigen
GART,104.56756756756756,With Neoantigen
GAS1,5.612121212121212,With Neoantigen
GAS2,15.71621621621622,Without Neoantigen
GAS2L2,0.403030303030303,With Neoantigen
GAS2L3,38.14054054054054,With Neoantigen
GAS8,18.91891891891892,Without Neoantigen
GATA1,0.43939393939393934,Without Neoantigen
GATA2,25.15135135135135,Without Neoantigen
GATA3,1.9807692307692308,With Neoantigen
GATA5,0.5,With Neoantigen
GATA6,2.99375,With Neoantigen
GATAD1,47.2972972972973,With Neoantigen
GATAD2A,60.83783783783784,With Neoantigen
GATAD2B,41.54054054054054,With Neoantigen
GATM,11.205555555555556,Without Neoantigen
GBA,37.432432432432435,With Neoantigen
GBF1,62.7027027027027,Without Neoantigen
GBGT1,0.6695652173913044,With Neoantigen
GBP1,4.042857142857143,With Neoantigen
GBP2,2.5,With Neoantigen
GBP3,2.055882352941176,Without Neoantigen
GBP4,0.8875,With Neoantigen
GBP5,0.5840000000000001,Without Neoantigen
GBP6,0.412,With Neoantigen
GBP7,0.31333333333333335,Without Neoantigen
GBX1,1.617241379310345,Without Neoantigen
GBX2,4.424242424242424,Without Neoantigen
GC,12.616666666666665,With Neoantigen
GCC1,25.62162162162162,Without Neoantigen
GCC2,14.864864864864865,With Neoantigen
GCDH,32.2972972972973,Without Neoantigen
GCG,1.8461538461538463,Without Neoantigen
GCGR,0.3479999999999999,With Neoantigen
GCH1,105.54054054054055,Without Neoantigen
GCK,9.691428571428569,Without Neoantigen
GCKR,0.2708333333333333,With Neoantigen
GCLC,48.54054054054054,Without Neoantigen
GCNT3,0.8147058823529413,Without Neoantigen
GCNT4,0.9565217391304349,Without Neoantigen
GCSAM,2.5735294117647065,Without Neoantigen
GCSAML,0.20000000000000004,Without Neoantigen
GDA,0.7033333333333334,With Neoantigen
GDAP1L1,15.96,Without Neoantigen
GDE1,71.8108108108108,With Neoantigen
GDF10,0.3857142857142858,Without Neoantigen
GDF15,28.72702702702703,With Neoantigen
GDF2,0.1,With Neoantigen
GDF3,0.1,Without Neoantigen
GDF5,0.396774193548387,Without Neoantigen
GDF6,1.1750000000000003,With Neoantigen
GDF7,0.4088235294117647,Without Neoantigen
GDI2,212.67567567567568,Without Neoantigen
GDNF,2.5413793103448272,Without Neoantigen
GDPD2,0.4277777777777778,Without Neoantigen
GDPD3,4.148648648648648,With Neoantigen
GDPD4,0.41428571428571426,Without Neoantigen
GDPD5,5.3810810810810805,Without Neoantigen
GDPGP1,1.1945945945945946,With Neoantigen
GEM,10.245945945945945,With Neoantigen
GEMIN2,35.567567567567565,Without Neoantigen
GEMIN4,38.54054054054054,With Neoantigen
GEMIN5,40.0,Without Neoantigen
GEMIN8,21.756756756756758,With Neoantigen
GEN1,24.216216216216218,Without Neoantigen
GFAP,0.23666666666666666,With Neoantigen
GFI1,20.397297297297296,With Neoantigen
GFM1,39.86486486486486,With Neoantigen
GFOD2,19.027027027027028,With Neoantigen
GFPT1,63.13513513513514,Without Neoantigen
GFPT2,1.7810810810810813,With Neoantigen
GFRA1,5.641379310344826,Without Neoantigen
GFRA2,3.952631578947368,Without Neoantigen
GFRA3,2.167567567567567,Without Neoantigen
GFRA4,0.6727272727272727,Without Neoantigen
GFRAL,0.13,Without Neoantigen
GGA1,27.35135135135135,Without Neoantigen
GGA2,78.0,With Neoantigen
GGA3,39.13513513513514,With Neoantigen
GGCX,18.054054054054053,Without Neoantigen
GGN,1.718918918918919,With Neoantigen
GGNBP1,0.6903225806451613,Without Neoantigen
