Gene,Avg_TPM_Without_Neo,Avg_TPM_With_Neo,Ratio_Without_With,Log2_Ratio
IFT140,23.305555555555557,33.0,1.4159713944565255,0.5017921213179121
RBBP6,44.25,63.0,1.4237288135271475,0.5096743743976375
TMED5,31.583333333333332,45.0,1.4248021107728295,0.5107615598466184
PPIP5K2,17.52777777777778,25.0,1.426307448413079,0.5122849971636686
SFT2D1,26.833333333333332,39.0,1.4534161490141584,0.5394478424076461
AGTPBP1,48.611111111111114,71.0,1.4605714285413824,0.5465329151853857
ONECUT2,39.488571428571426,58.0,1.468779393639095,0.5546177245802404
CLN3,0.5444444444444445,0.8,1.4693877524031653,0.5552151556590903
WDHD1,55.75,82.0,1.4708520179108369,0.5566521056527579
GOLGA2,52.888888888888886,78.0,1.474789915938502,0.5605094579475772
MAPKAPK5,19.583333333333332,29.0,1.4808510637541694,0.566426550184293
KLHL36,25.52777777777778,38.0,1.4885745374824932,0.5739314645095276
MED13,54.25,81.0,1.4930875575761644,0.5782987713798016
ASB16,8.694444444444445,13.0,1.4952076675596566,0.5803458734497327
ZSWIM2,0.6666666666666669,1.0,1.4999999977499996,0.58496249951891
TBC1D32,6.647222222222222,10.0,1.5043877975171,0.5891765104204925
ATP8B4,0.6636363636363636,1.0,1.5068493127978986,0.5915351534281436
SHC2,38.48571428571429,58.0,1.5070527096861568,0.5917298775300447
ADIPOR2,91.08333333333333,138.0,1.5150960658571078,0.5994092727637949
PARP12,14.48857142857143,22.0,1.518438177769384,0.6025881722535339
ZNF595,13.674999999999999,21.0,1.5356489944032434,0.6188484957075369
COQ3,42.833333333333336,66.0,1.5408560310924315,0.6237320717883447
SUCLG1,64.22222222222223,99.0,1.5415224913254777,0.6243559399346685
ATP2B1,51.166666666666664,79.0,1.543973941337903,0.6266484044342877
ERGIC3,94.22222222222223,146.0,1.5495283018703467,0.631829106674873
NLRP7,0.12857142857142861,0.2,1.5555555434567898,0.6374299103217769
ERCC6,5.75,9.0,1.565217391032136,0.6463630460561179
HACE1,18.333333333333332,29.0,1.581818181731901,0.661583783157425
PPIL4,66.47222222222223,106.0,1.5946510655840334,0.6732407753500176
CAMK4,14.902857142857144,24.0,1.6104294477446988,0.6874454591214456
NCOA5,103.05555555555556,166.0,1.6107816711433993,0.6877609621627213
ITPK1,37.80555555555556,61.0,1.6135194709345433,0.6902109883571725
RETSAT,28.5,46.0,1.6140350876626655,0.690671942735494
CACNA2D4,0.61875,1.0,1.6161616135496377,0.692571473368792
SPTBN4,9.80857142857143,16.0,1.6312263324873493,0.7059569706124106
ZNF398,21.416666666666668,35.0,1.6342412450598798,0.7086209692876734
MAP1S,31.63888888888889,52.0,1.6435469709752697,0.7168126887074875
MOCOS,3.5972222222222223,6.0,1.6679536674899895,0.7380792149408056
DOCK1,18.574285714285715,31.0,1.6689740039095307,0.7389614841911231
APAF1,24.333333333333332,41.0,1.6849315067800714,0.7526899472561677
WSCD2,2.9136363636363636,5.0,1.7160686421567315,0.779107262138826
ZSCAN20,5.771428571428571,10.0,1.732673267026517,0.7929996296632034
FCGBP,2.2794117647058827,4.0,1.7548387089075543,0.8113384361653014
CKS2,709.5833333333334,1254.0,1.7672342924226416,0.8214933197716148
SDHC,27.583333333333332,49.0,1.7764350452528181,0.8289849387889731
MPDZ,34.888888888888886,62.0,1.7770700636433328,0.8295005637080489
SCN3B,10.544117647058824,19.0,1.8019525800243614,0.8495610466558242
USP2,13.177777777777777,24.0,1.8212478919359931,0.8649273031874944
FADS3,9.833333333333334,18.0,1.8305084743901177,0.8722444534430515
C20orf194,9.817647058823528,18.0,1.8334331933423107,0.8745476988573481
ATRNL1,5.851428571428571,11.0,1.879882812178731,0.9106427309905106
SLC39A11,13.5,26.0,1.9259259257832648,0.9455522166198491
TAOK3,7.741666666666666,15.0,1.9375672763912724,0.9542464053926206
TSPEAR,8.193548387096774,16.0,1.9527559052734826,0.965511624177432
BLK,3.566666666666667,7.0,1.96261682187964,0.9727785315955693
ITPRIPL2,9.1,18.0,1.978021977804613,0.9840584567018031
MGAT1,20.47222222222222,41.0,2.0027137041084155,1.0019561976152256
GBA,36.44444444444444,73.0,2.0030487804328434,1.0021975563849095
FMO4,2.970588235294118,6.0,2.019801979518086,1.0142138594483163
PRKAA2,13.6,28.0,2.0588235292603807,1.0418201762892842
LTBP4,41.666666666666664,87.0,2.087999999949888,1.062121712564119
PUS1,19.88888888888889,42.0,2.1117318434692427,1.0784266475674595
NKAIN3,1.4,3.0,2.1428571413265307,1.0995356731936758
CHST1,12.816129032258063,27.5,2.1457337023243954,1.1014710412705848
DUOX1,2.7777777777777777,6.0,2.1599999992224,1.111031312537288
DYNC1I2,82.22222222222223,184.0,2.2378378378106207,1.1621054976101493
PANX1,66.5,149.0,2.240601503725705,1.1638860855831645
OR2L5,0.13333333333333333,0.3,2.249999983125,1.1699249912632974
MYO10,30.45555555555556,69.0,2.265596497554212,1.1798909408714817
LPIN3,5.502857142857143,12.5,2.271547247769968,1.183675314136538
FAR2,15.230555555555554,35.0,2.298012037055028,1.20038635551092
MAST1,36.08888888888889,83.0,2.2998768472269124,1.2015566110787395
PER2,12.083333333333334,28.0,2.317241379118573,1.212408333267022
MVD,39.80555555555556,95.0,2.386601535180797,1.2549577160793688
PABPC1,707.25,1693.0,2.393778720392515,1.2592897971000345
ZNF624,4.138888888888889,10.0,2.4161073819665777,1.272684576116058
MMP26,4.476190476190475,11.0,2.4574468079616345,1.2971601900031868
NKX2-4,10.820689655172414,27.0,2.4952198850466494,1.3191669556551615
KCNH8,18.758823529411767,47.0,2.505487613538434,1.3250914060619845
LMTK3,3.931428571428572,10.0,2.543604650515798,1.3468744522178138
C8orf58,4.275,11.0,2.5730994146027837,1.363507198861973
PCDHGA4,1.9228571428571433,5.0,2.6002971754678983,1.378676511913906
UTP20,36.55555555555556,96.0,2.62613981755734,1.392943728938121
PTGIR,0.7347826086956523,2.0,2.721893487419908,1.4446106132287932
F8,2.2027777777777775,6.0,2.72383354226913,1.445638541221565
KLKB1,0.717391304347826,2.0,2.787878783992654,1.4791678352050186
ADRA2C,7.9624999999999995,24.0,3.014128728035902,1.591741033649676
TPTE,1.31875,4.0,3.0331753531501984,1.6008289055618288
RNF135,6.096875,19.0,3.1163505889301732,1.6398575459482367
NRROS,2.82,9.0,3.191489360570394,1.674229838758694
COL6A2,10.0,35.0,3.49999999965,1.8073549223255332
GLI1,1.1323529411764706,4.0,3.5324675293479504,1.8206762996897796
SLC22A1,0.8424242424242424,3.0,3.561151074909425,1.8323436409360334
WTIP,1.597222222222222,6.0,3.7565217367785255,1.9093974506998916
EPHB6,3.6086956521739126,14.0,3.8795180712141097,1.9558774467397841
DCP2,33.333333333333336,131.0,3.9299999998821002,1.974529312807699
GAL3ST3,2.69375,11.0,4.083526680618644,2.0298156542532864
SLC6A17,10.24705882352941,42.0,4.098737083411719,2.0351794505287915
TYMP,4.111111111111111,21.0,5.108108106865596,2.3527890585236295
PRSS16,7.7147058823529395,44.0,5.703393060640812,2.511820462575963
CADPS,16.490322580645163,106.0,6.428012519172009,2.6843727390273933
RFX4,1.327586206896552,9.0,6.779220774114351,2.7611194550010887
KRT80,13.866666666666667,96.0,6.923076922577662,2.791413378292931
S1PR1,1.520689655172414,10.55,6.93764171879384,2.794445337536477
DYSF,0.8085714285714286,6.0,7.4204946904693525,2.8915153681317713
IGSF1,3.1333333333333337,26.0,8.297872337777273,3.0527414617854016
CPNE5,2.113888888888889,18.0,8.515111691109801,3.090025453755385
PCDH11Y,0.4375,4.0,9.142857121959183,3.192645074802602
SCN1A,3.6379310344827585,42.0,11.54502369350895,3.5291992289275393
ARHGEF38,2.2257142857142855,31.0,13.928112959082362,3.799927903612922
TREM1,0.8600000000000001,18.0,20.930232533802055,4.387516434906315
P2RY8,0.7176470588235294,47.0,65.49180318742945,6.0332424482641684
MYBPC1,0.26,18.0,69.23076896449703,6.113341467547957
